label,x,y,text,id,position,width,distance
Charges,3090.0,1339.0,"1,342.11",4,7,265.0,1146.3550933284155
Charges,2696.0,1470.0,USD,4,7,118.0,802.6786405529924
Charges,3097.0,1466.0,"1,341.45",4,7,261.0,1180.5253068020186
Charges,3032.0,1529.0,19/04/2021,4,7,330.0,1137.3029499653994
Charges,2917.0,1597.0,"1,520.0000000",4,7,448.0,1056.3091403561743
Charges,429.0,1745.0,Ordering customer :,4,6,701.0,1640.898839051329
Charges,429.0,1746.0,Ordering,4,6,284.0,1641.260491207901
Charges,747.0,1746.0,customer,4,6,300.0,1349.733306990681
Charges,2661.0,1875.0,ANQUE LIBANO-FRANÇAISE S.A.L,4,7,609.0,1007.7365727212643
Charges,2671.0,1878.0,ANQUE,4,7,128.0,1016.8677396790597
Charges,2809.0,1860.0,LIBANO-FRANÇAISE,4,7,356.0,1106.2386722583874
Charges,2844.0,1984.0,15 APR 2021,4,7,295.0,1214.6806164584993
Charges,2845.0,1984.0,15,4,7,69.0,1215.4093960472742
Charges,2929.0,1976.0,APR,4,7,91.0,1272.7434934031287
Charges,3035.0,1964.0,2021,4,7,102.0,1348.005934705037
Charges,424.0,2082.0,Reference : TT/21105/,4,6,772.0,1794.74928611213
Charges,2569.0,2069.0,BANQUE LIBANO-FRANCAISE,4,7,821.0,1101.3577983561927
Charges,2816.0,2066.0,LIBANO-FRANCAISE,4,7,567.0,1252.93455535395
Charges,417.0,2220.0,Stamp duty paid in cash,4,6,856.0,1875.7366552903954
Charges,421.0,2220.0,Stamp,4,6,176.0,1872.4497323025792
Charges,623.0,2220.0,duty,4,6,150.0,1710.4151542827256
Charges,803.0,2221.0,paid,4,6,159.0,1574.514845912861
Charges,1110.0,2223.0,cash,4,6,158.0,1366.6901623996566
Charges,2566.0,2214.0,Branch MAZRAAT YACHOUH,4,7,799.0,1223.230558807292
Charges,2820.0,2207.0,MAZRAAT,4,7,256.0,1361.743735069121
Charges,3113.0,2197.0,YACHOUH,4,7,241.0,1556.8368572204347
Stamps,1996.0,400.0,LIBANO-FRANÇAISE,5,0,678.0,818.8363694902664
Stamps,1127.0,627.0,15/04/21 11:47,5,1,508.0,1020.5415229181025
Stamps,1128.0,628.0,15/04/21,5,1,285.0,1019.147192509502
Stamps,1449.0,628.0,11:47,5,1,187.0,779.8717843338096
Stamps,488.0,712.0,Credit advice,5,1,453.0,1555.5953844107407
Stamps,490.0,714.0,Credit,5,1,197.0,1553.054087918383
Stamps,724.0,706.0,advice,5,1,208.0,1336.925203592183
Stamps,486.0,769.0,Cash deposit,5,1,413.0,1539.9123351671678
Stamps,486.0,771.0,Cash,5,1,128.0,1539.33037389639
Stamps,646.0,770.0,deposit,5,1,250.0,1387.3258449261298
Stamps,2692.0,1084.0,LBP,5,2,104.0,745.1476363781878
Stamps,3033.0,1084.0,"2,040,000",5,2,306.0,1082.3271224542052
Stamps,2694.0,1150.0,USD,5,2,108.0,738.1388758221585
Stamps,3309.0,1155.0,0,5,2,37.0,1351.4692005369564
Stamps,2687.0,1209.0,USD,5,4,120.0,728.0556297426729
Stamps,3217.0,1215.0,0.66,5,4,137.0,1258.0035771014325
Stamps,3090.0,1339.0,"1,342.11",5,7,265.0,1137.4541749011255
Stamps,2696.0,1470.0,USD,5,7,118.0,778.8921619839296
Stamps,3097.0,1466.0,"1,341.45",5,7,261.0,1164.7094058176056
Stamps,3032.0,1529.0,19/04/2021,5,7,330.0,1117.161581867189
Stamps,2917.0,1597.0,"1,520.0000000",5,7,448.0,1030.245116465009
Stamps,429.0,1745.0,Ordering customer :,5,6,701.0,1618.2178468920679
Stamps,429.0,1746.0,Ordering,5,6,284.0,1618.5437899544145
Stamps,747.0,1746.0,customer,5,6,300.0,1322.0166413476043
Stamps,2661.0,1875.0,ANQUE LIBANO-FRANÇAISE S.A.L,5,7,609.0,961.4847892712604
Stamps,2671.0,1878.0,ANQUE,5,7,128.0,970.8470528358213
Stamps,2809.0,1860.0,LIBANO-FRANÇAISE,5,7,356.0,1065.2060833472553
Stamps,2844.0,1984.0,15 APR 2021,5,7,295.0,1170.4618746460733
Stamps,2845.0,1984.0,15,5,7,69.0,1171.2181692579738
Stamps,2929.0,1976.0,APR,5,7,91.0,1231.0418351948888
Stamps,3035.0,1964.0,2021,5,7,102.0,1309.3097418105465
Stamps,424.0,2082.0,Reference : TT/21105/,5,6,772.0,1761.4542287553202
Stamps,2569.0,2069.0,BANQUE LIBANO-FRANCAISE,5,7,821.0,1047.0439341307508
Stamps,2816.0,2066.0,LIBANO-FRANCAISE,5,7,567.0,1205.6338581841503
Stamps,417.0,2220.0,Stamp duty paid in cash,5,6,856.0,1838.9584008345594
Stamps,421.0,2220.0,Stamp,5,6,176.0,1835.60562213129
