label,x,y,text,id,position,width,distance
Charges,1449.0,628.0,11:47,4,1,187.0,731.2154265331113
Charges,488.0,712.0,Credit advice,4,1,453.0,1535.3960401147322
Charges,490.0,714.0,Credit,4,1,197.0,1532.9073683690087
Charges,724.0,706.0,advice,4,1,208.0,1313.065497223958
Charges,486.0,769.0,Cash deposit,4,1,413.0,1521.978317848188
Charges,486.0,771.0,Cash,4,1,128.0,1521.4762567979824
Charges,646.0,770.0,deposit,4,1,250.0,1367.4403094833792
Charges,2692.0,1084.0,LBP,4,2,104.0,736.1474037174892
Charges,3033.0,1084.0,"2,040,000",4,2,306.0,1076.1505470890213
Charges,2694.0,1150.0,USD,4,4,108.0,735.0027210833985
Charges,3309.0,1155.0,0,4,4,37.0,1350.003333329218
Charges,2687.0,1209.0,USD,4,7,120.0,730.2280465717541
Charges,3217.0,1215.0,0.66,4,7,137.0,1259.5765161354827
